label,value
1952,1.051798990272843
1957,3.566764624012168
1962,15.268363873082041
1967,21.660611535595635
1972,21.72684271303921
1977,21.757780901101846
1982,21.24188864382486
1987,21.49327964643312
1992,23.603308691579006
1997,48.450658385671545
2002,54.33309132023789
2007,61.4272233003718
